sale_date,product_id,product_name,category,cost_price,unit_price,unit,day_of_week,is_weekend,month,day_of_month,year,festival,is_festival,days_to_next_festival
2025-11-17,347,,Bakery,47.0,52.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,348,,Bakery,55.0,62.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,348,,Bakery,55.0,62.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,348,,Bakery,55.0,62.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,348,,Bakery,55.0,62.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,348,,Bakery,55.0,62.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,348,,Bakery,55.0,62.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,348,,Bakery,55.0,62.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,349,,Bakery,95.0,108.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,349,,Bakery,95.0,108.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,349,,Bakery,95.0,108.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,349,,Bakery,95.0,108.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,349,,Bakery,95.0,108.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,349,,Bakery,95.0,108.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,349,,Bakery,95.0,108.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,350,,Bakery,68.0,75.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,350,,Bakery,68.0,75.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,350,,Bakery,68.0,75.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,350,,Bakery,68.0,75.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,350,,Bakery,68.0,75.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,350,,Bakery,68.0,75.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,350,,Bakery,68.0,75.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,351,,Noodles,50.0,55.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,351,,Noodles,50.0,55.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,351,,Noodles,50.0,55.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,351,,Noodles,50.0,55.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,351,,Noodles,50.0,55.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,351,,Noodles,50.0,55.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,351,,Noodles,50.0,55.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,352,,Noodles,125.0,135.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,352,,Noodles,125.0,135.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,352,,Noodles,125.0,135.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,352,,Noodles,125.0,135.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,352,,Noodles,125.0,135.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,352,,Noodles,125.0,135.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,352,,Noodles,125.0,135.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,353,,Noodles,48.0,52.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,353,,Noodles,48.0,52.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,353,,Noodles,48.0,52.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,353,,Noodles,48.0,52.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,353,,Noodles,48.0,52.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,353,,Noodles,48.0,52.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,353,,Noodles,48.0,52.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,354,,Noodles,38.0,42.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,354,,Noodles,38.0,42.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,354,,Noodles,38.0,42.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,354,,Noodles,38.0,42.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,354,,Noodles,38.0,42.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,354,,Noodles,38.0,42.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,354,,Noodles,38.0,42.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,355,,Noodles,88.0,95.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,355,,Noodles,88.0,95.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,355,,Noodles,88.0,95.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,355,,Noodles,88.0,95.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,355,,Noodles,88.0,95.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,355,,Noodles,88.0,95.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,355,,Noodles,88.0,95.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,356,,Noodles,75.0,82.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,356,,Noodles,75.0,82.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,356,,Noodles,75.0,82.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,356,,Noodles,75.0,82.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,356,,Noodles,75.0,82.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,356,,Noodles,75.0,82.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,356,,Noodles,75.0,82.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,357,,Noodles,92.0,102.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,357,,Noodles,92.0,102.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,357,,Noodles,92.0,102.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,357,,Noodles,92.0,102.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,357,,Noodles,92.0,102.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,357,,Noodles,92.0,102.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,357,,Noodles,92.0,102.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,358,,Condiments,178.0,190.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,358,,Condiments,178.0,190.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,358,,Condiments,178.0,190.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,358,,Condiments,178.0,190.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,358,,Condiments,178.0,190.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,358,,Condiments,178.0,190.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,358,,Condiments,178.0,190.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,359,,Condiments,115.0,125.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,359,,Condiments,115.0,125.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,359,,Condiments,115.0,125.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,359,,Condiments,115.0,125.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,359,,Condiments,115.0,125.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,359,,Condiments,115.0,125.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,359,,Condiments,115.0,125.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,360,,Condiments,125.0,135.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,360,,Condiments,125.0,135.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,360,,Condiments,125.0,135.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,360,,Condiments,125.0,135.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,360,,Condiments,125.0,135.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,360,,Condiments,125.0,135.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,360,,Condiments,125.0,135.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,361,,Condiments,78.0,85.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,361,,Condiments,78.0,85.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,361,,Condiments,78.0,85.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,361,,Condiments,78.0,85.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,361,,Condiments,78.0,85.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,361,,Condiments,78.0,85.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,361,,Condiments,78.0,85.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,362,,Condiments,108.0,115.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,362,,Condiments,108.0,115.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,362,,Condiments,108.0,115.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,362,,Condiments,108.0,115.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,362,,Condiments,108.0,115.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,362,,Condiments,108.0,115.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,362,,Condiments,108.0,115.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,363,,Condiments,155.0,165.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,363,,Condiments,155.0,165.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,363,,Condiments,155.0,165.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,363,,Condiments,155.0,165.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,363,,Condiments,155.0,165.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,363,,Condiments,155.0,165.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,363,,Condiments,155.0,165.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,364,,Condiments,148.0,158.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,364,,Condiments,148.0,158.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,364,,Condiments,148.0,158.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,364,,Condiments,148.0,158.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,364,,Condiments,148.0,158.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,364,,Condiments,148.0,158.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,364,,Condiments,148.0,158.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,365,,Condiments,135.0,145.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,365,,Condiments,135.0,145.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,365,,Condiments,135.0,145.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,365,,Condiments,135.0,145.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,365,,Condiments,135.0,145.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,365,,Condiments,135.0,145.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,365,,Condiments,135.0,145.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,366,,Condiments,58.0,65.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,366,,Condiments,58.0,65.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,366,,Condiments,58.0,65.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,366,,Condiments,58.0,65.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,366,,Condiments,58.0,65.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,366,,Condiments,58.0,65.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,366,,Condiments,58.0,65.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,367,,Condiments,5.0,6.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,367,,Condiments,5.0,6.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,367,,Condiments,5.0,6.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,367,,Condiments,5.0,6.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,367,,Condiments,5.0,6.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,367,,Condiments,5.0,6.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,367,,Condiments,5.0,6.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,368,,Pulses,128.0,135.0,kg,1,0,11,11,2025,none,0,-1
2025-11-12,368,,Pulses,128.0,135.0,kg,2,0,11,12,2025,none,0,-1
2025-11-13,368,,Pulses,128.0,135.0,kg,3,0,11,13,2025,none,0,-1
2025-11-14,368,,Pulses,128.0,135.0,kg,4,1,11,14,2025,none,0,-1
2025-11-15,368,,Pulses,128.0,135.0,kg,5,1,11,15,2025,none,0,-1
2025-11-16,368,,Pulses,128.0,135.0,kg,6,0,11,16,2025,none,0,-1
2025-11-17,368,,Pulses,128.0,135.0,kg,0,0,11,17,2025,none,0,-1
2025-11-11,369,,Pulses,140.0,148.0,kg,1,0,11,11,2025,none,0,-1
2025-11-12,369,,Pulses,140.0,148.0,kg,2,0,11,12,2025,none,0,-1
2025-11-13,369,,Pulses,140.0,148.0,kg,3,0,11,13,2025,none,0,-1
2025-11-14,369,,Pulses,140.0,148.0,kg,4,1,11,14,2025,none,0,-1
2025-11-15,369,,Pulses,140.0,148.0,kg,5,1,11,15,2025,none,0,-1
2025-11-16,369,,Pulses,140.0,148.0,kg,6,0,11,16,2025,none,0,-1
2025-11-17,369,,Pulses,140.0,148.0,kg,0,0,11,17,2025,none,0,-1
2025-11-11,370,,Pulses,150.0,158.0,kg,1,0,11,11,2025,none,0,-1
2025-11-12,370,,Pulses,150.0,158.0,kg,2,0,11,12,2025,none,0,-1
2025-11-13,370,,Pulses,150.0,158.0,kg,3,0,11,13,2025,none,0,-1
2025-11-14,370,,Pulses,150.0,158.0,kg,4,1,11,14,2025,none,0,-1
2025-11-15,370,,Pulses,150.0,158.0,kg,5,1,11,15,2025,none,0,-1
2025-11-16,370,,Pulses,150.0,158.0,kg,6,0,11,16,2025,none,0,-1
2025-11-17,370,,Pulses,150.0,158.0,kg,0,0,11,17,2025,none,0,-1
2025-11-11,371,,Pulses,145.0,155.0,kg,1,0,11,11,2025,none,0,-1
2025-11-12,371,,Pulses,145.0,155.0,kg,2,0,11,12,2025,none,0,-1
2025-11-13,371,,Pulses,145.0,155.0,kg,3,0,11,13,2025,none,0,-1
2025-11-14,371,,Pulses,145.0,155.0,kg,4,1,11,14,2025,none,0,-1
2025-11-15,371,,Pulses,145.0,155.0,kg,5,1,11,15,2025,none,0,-1
2025-11-16,371,,Pulses,145.0,155.0,kg,6,0,11,16,2025,none,0,-1
2025-11-17,371,,Pulses,145.0,155.0,kg,0,0,11,17,2025,none,0,-1
2025-11-11,372,,Pulses,118.0,128.0,kg,1,0,11,11,2025,none,0,-1
2025-11-12,372,,Pulses,118.0,128.0,kg,2,0,11,12,2025,none,0,-1
2025-11-13,372,,Pulses,118.0,128.0,kg,3,0,11,13,2025,none,0,-1
2025-11-14,372,,Pulses,118.0,128.0,kg,4,1,11,14,2025,none,0,-1
2025-11-15,372,,Pulses,118.0,128.0,kg,5,1,11,15,2025,none,0,-1
2025-11-16,372,,Pulses,118.0,128.0,kg,6,0,11,16,2025,none,0,-1
2025-11-17,372,,Pulses,118.0,128.0,kg,0,0,11,17,2025,none,0,-1
2025-11-11,373,,Pulses,108.0,118.0,kg,1,0,11,11,2025,none,0,-1
2025-11-12,373,,Pulses,108.0,118.0,kg,2,0,11,12,2025,none,0,-1
2025-11-13,373,,Pulses,108.0,118.0,kg,3,0,11,13,2025,none,0,-1
2025-11-14,373,,Pulses,108.0,118.0,kg,4,1,11,14,2025,none,0,-1
2025-11-15,373,,Pulses,108.0,118.0,kg,5,1,11,15,2025,none,0,-1
2025-11-16,373,,Pulses,108.0,118.0,kg,6,0,11,16,2025,none,0,-1
2025-11-17,373,,Pulses,108.0,118.0,kg,0,0,11,17,2025,none,0,-1
2025-11-11,374,,Pulses,145.0,155.0,kg,1,0,11,11,2025,none,0,-1
2025-11-12,374,,Pulses,145.0,155.0,kg,2,0,11,12,2025,none,0,-1
2025-11-13,374,,Pulses,145.0,155.0,kg,3,0,11,13,2025,none,0,-1
2025-11-14,374,,Pulses,145.0,155.0,kg,4,1,11,14,2025,none,0,-1
2025-11-15,374,,Pulses,145.0,155.0,kg,5,1,11,15,2025,none,0,-1
2025-11-16,374,,Pulses,145.0,155.0,kg,6,0,11,16,2025,none,0,-1
2025-11-17,374,,Pulses,145.0,155.0,kg,0,0,11,17,2025,none,0,-1
2025-11-11,375,,Condiments,272.0,285.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,375,,Condiments,272.0,285.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,375,,Condiments,272.0,285.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,375,,Condiments,272.0,285.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,375,,Condiments,272.0,285.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,375,,Condiments,272.0,285.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,375,,Condiments,272.0,285.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,376,,Condiments,545.0,580.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,376,,Condiments,545.0,580.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,376,,Condiments,545.0,580.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,376,,Condiments,545.0,580.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,376,,Condiments,545.0,580.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,376,,Condiments,545.0,580.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,376,,Condiments,545.0,580.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,377,,Beverages,115.0,125.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,377,,Beverages,115.0,125.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,377,,Beverages,115.0,125.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,377,,Beverages,115.0,125.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,377,,Beverages,115.0,125.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,377,,Beverages,115.0,125.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,377,,Beverages,115.0,125.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,378,,Beverages,108.0,118.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,378,,Beverages,108.0,118.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,378,,Beverages,108.0,118.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,378,,Beverages,108.0,118.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,378,,Beverages,108.0,118.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,378,,Beverages,108.0,118.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,378,,Beverages,108.0,118.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,379,,Beverages,112.0,122.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,379,,Beverages,112.0,122.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,379,,Beverages,112.0,122.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,379,,Beverages,112.0,122.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,379,,Beverages,112.0,122.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,379,,Beverages,112.0,122.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,379,,Beverages,112.0,122.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,380,,Dairy,1625.0,1700.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,380,,Dairy,1625.0,1700.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,380,,Dairy,1625.0,1700.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,380,,Dairy,1625.0,1700.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,380,,Dairy,1625.0,1700.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,380,,Dairy,1625.0,1700.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,380,,Dairy,1625.0,1700.0,pcs,0,0,11,17,2025,none,0,-1
