sale_date,product_id,product_name,category,cost_price,unit_price,unit,day_of_week,is_weekend,month,day_of_month,year,festival,is_festival,days_to_next_festival
2025-11-16,303,,Snacks,80.0,88.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,303,,Snacks,80.0,88.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,304,,Snacks,43.0,48.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,304,,Snacks,43.0,48.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,304,,Snacks,43.0,48.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,304,,Snacks,43.0,48.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,304,,Snacks,43.0,48.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,304,,Snacks,43.0,48.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,304,,Snacks,43.0,48.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,305,,Snacks,85.0,95.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,305,,Snacks,85.0,95.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,305,,Snacks,85.0,95.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,305,,Snacks,85.0,95.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,305,,Snacks,85.0,95.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,305,,Snacks,85.0,95.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,305,,Snacks,85.0,95.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,306,,Snacks,58.0,65.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,306,,Snacks,58.0,65.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,306,,Snacks,58.0,65.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,306,,Snacks,58.0,65.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,306,,Snacks,58.0,65.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,306,,Snacks,58.0,65.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,306,,Snacks,58.0,65.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,307,,Snacks,55.0,62.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,307,,Snacks,55.0,62.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,307,,Snacks,55.0,62.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,307,,Snacks,55.0,62.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,307,,Snacks,55.0,62.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,307,,Snacks,55.0,62.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,307,,Snacks,55.0,62.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,308,,Snacks,52.0,58.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,308,,Snacks,52.0,58.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,308,,Snacks,52.0,58.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,308,,Snacks,52.0,58.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,308,,Snacks,52.0,58.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,308,,Snacks,52.0,58.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,308,,Snacks,52.0,58.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,309,,Snacks,38.0,42.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,309,,Snacks,38.0,42.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,309,,Snacks,38.0,42.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,309,,Snacks,38.0,42.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,309,,Snacks,38.0,42.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,309,,Snacks,38.0,42.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,309,,Snacks,38.0,42.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,310,,Snacks,185.0,205.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,310,,Snacks,185.0,205.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,310,,Snacks,185.0,205.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,310,,Snacks,185.0,205.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,310,,Snacks,185.0,205.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,310,,Snacks,185.0,205.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,310,,Snacks,185.0,205.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,311,,Snacks,38.0,42.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,311,,Snacks,38.0,42.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,311,,Snacks,38.0,42.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,311,,Snacks,38.0,42.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,311,,Snacks,38.0,42.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,311,,Snacks,38.0,42.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,311,,Snacks,38.0,42.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,312,,Snacks,28.0,32.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,312,,Snacks,28.0,32.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,312,,Snacks,28.0,32.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,312,,Snacks,28.0,32.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,312,,Snacks,28.0,32.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,312,,Snacks,28.0,32.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,312,,Snacks,28.0,32.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,313,,Snacks,22.0,25.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,313,,Snacks,22.0,25.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,313,,Snacks,22.0,25.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,313,,Snacks,22.0,25.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,313,,Snacks,22.0,25.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,313,,Snacks,22.0,25.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,313,,Snacks,22.0,25.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,314,,Beverages,31.0,35.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,314,,Beverages,31.0,35.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,314,,Beverages,31.0,35.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,314,,Beverages,31.0,35.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,314,,Beverages,31.0,35.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,314,,Beverages,31.0,35.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,314,,Beverages,31.0,35.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,315,,Beverages,110.0,120.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,315,,Beverages,110.0,120.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,315,,Beverages,110.0,120.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,315,,Beverages,110.0,120.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,315,,Beverages,110.0,120.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,315,,Beverages,110.0,120.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,315,,Beverages,110.0,120.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,316,,Beverages,31.0,35.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,316,,Beverages,31.0,35.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,316,,Beverages,31.0,35.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,316,,Beverages,31.0,35.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,316,,Beverages,31.0,35.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,316,,Beverages,31.0,35.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,316,,Beverages,31.0,35.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,317,,Beverages,22.0,25.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,317,,Beverages,22.0,25.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,317,,Beverages,22.0,25.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,317,,Beverages,22.0,25.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,317,,Beverages,22.0,25.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,317,,Beverages,22.0,25.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,317,,Beverages,22.0,25.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,318,,Beverages,78.0,85.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,318,,Beverages,78.0,85.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,318,,Beverages,78.0,85.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,318,,Beverages,78.0,85.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,318,,Beverages,78.0,85.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,318,,Beverages,78.0,85.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,318,,Beverages,78.0,85.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,319,,Beverages,142.0,155.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,319,,Beverages,142.0,155.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,319,,Beverages,142.0,155.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,319,,Beverages,142.0,155.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,319,,Beverages,142.0,155.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,319,,Beverages,142.0,155.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,319,,Beverages,142.0,155.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,320,,Beverages,22.0,25.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,320,,Beverages,22.0,25.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,320,,Beverages,22.0,25.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,320,,Beverages,22.0,25.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,320,,Beverages,22.0,25.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,320,,Beverages,22.0,25.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,320,,Beverages,22.0,25.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,321,,Beverages,78.0,85.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,321,,Beverages,78.0,85.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,321,,Beverages,78.0,85.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,321,,Beverages,78.0,85.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,321,,Beverages,78.0,85.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,321,,Beverages,78.0,85.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,321,,Beverages,78.0,85.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,322,,Beverages,22.0,25.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,322,,Beverages,22.0,25.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,322,,Beverages,22.0,25.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,322,,Beverages,22.0,25.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,322,,Beverages,22.0,25.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,322,,Beverages,22.0,25.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,322,,Beverages,22.0,25.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,323,,Beverages,20.0,23.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,323,,Beverages,20.0,23.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,323,,Beverages,20.0,23.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,323,,Beverages,20.0,23.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,323,,Beverages,20.0,23.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,323,,Beverages,20.0,23.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,323,,Beverages,20.0,23.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,324,,Beverages,22.0,25.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,324,,Beverages,22.0,25.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,324,,Beverages,22.0,25.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,324,,Beverages,22.0,25.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,324,,Beverages,22.0,25.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,324,,Beverages,22.0,25.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,324,,Beverages,22.0,25.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,325,,Beverages,22.0,25.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,325,,Beverages,22.0,25.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,325,,Beverages,22.0,25.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,325,,Beverages,22.0,25.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,325,,Beverages,22.0,25.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,325,,Beverages,22.0,25.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,325,,Beverages,22.0,25.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,326,,Beverages,175.0,195.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,326,,Beverages,175.0,195.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,326,,Beverages,175.0,195.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,326,,Beverages,175.0,195.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,326,,Beverages,175.0,195.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,326,,Beverages,175.0,195.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,326,,Beverages,175.0,195.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,327,,Beverages,68.0,75.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,327,,Beverages,68.0,75.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,327,,Beverages,68.0,75.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,327,,Beverages,68.0,75.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,327,,Beverages,68.0,75.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,327,,Beverages,68.0,75.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,327,,Beverages,68.0,75.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,328,,Beverages,18.0,20.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,328,,Beverages,18.0,20.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,328,,Beverages,18.0,20.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,328,,Beverages,18.0,20.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,328,,Beverages,18.0,20.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,328,,Beverages,18.0,20.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,328,,Beverages,18.0,20.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,329,,Dairy,102.0,110.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,329,,Dairy,102.0,110.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,329,,Dairy,102.0,110.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,329,,Dairy,102.0,110.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,329,,Dairy,102.0,110.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,329,,Dairy,102.0,110.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,329,,Dairy,102.0,110.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,330,,Dairy,52.0,56.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,330,,Dairy,52.0,56.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,330,,Dairy,52.0,56.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,330,,Dairy,52.0,56.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,330,,Dairy,52.0,56.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,330,,Dairy,52.0,56.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,330,,Dairy,52.0,56.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,331,,Dairy,104.0,112.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,331,,Dairy,104.0,112.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,331,,Dairy,104.0,112.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,331,,Dairy,104.0,112.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,331,,Dairy,104.0,112.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,331,,Dairy,104.0,112.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,331,,Dairy,104.0,112.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,332,,Dairy,98.0,108.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,332,,Dairy,98.0,108.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,332,,Dairy,98.0,108.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,332,,Dairy,98.0,108.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,332,,Dairy,98.0,108.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,332,,Dairy,98.0,108.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,332,,Dairy,98.0,108.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,333,,Dairy,48.0,52.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,333,,Dairy,48.0,52.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,333,,Dairy,48.0,52.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,333,,Dairy,48.0,52.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,333,,Dairy,48.0,52.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,333,,Dairy,48.0,52.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,333,,Dairy,48.0,52.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,334,,Dairy,325.0,340.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,334,,Dairy,325.0,340.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,334,,Dairy,325.0,340.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,334,,Dairy,325.0,340.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,334,,Dairy,325.0,340.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,334,,Dairy,325.0,340.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,334,,Dairy,325.0,340.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,335,,Dairy,812.0,850.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,335,,Dairy,812.0,850.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,335,,Dairy,812.0,850.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,335,,Dairy,812.0,850.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,335,,Dairy,812.0,850.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,335,,Dairy,812.0,850.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,335,,Dairy,812.0,850.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,336,,Dairy,320.0,335.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,336,,Dairy,320.0,335.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,336,,Dairy,320.0,335.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,336,,Dairy,320.0,335.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,336,,Dairy,320.0,335.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,336,,Dairy,320.0,335.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,336,,Dairy,320.0,335.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,337,,Dairy,272.0,285.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,337,,Dairy,272.0,285.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,337,,Dairy,272.0,285.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,337,,Dairy,272.0,285.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,337,,Dairy,272.0,285.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,337,,Dairy,272.0,285.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,337,,Dairy,272.0,285.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,338,,Dairy,295.0,315.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,338,,Dairy,295.0,315.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,338,,Dairy,295.0,315.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,338,,Dairy,295.0,315.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,338,,Dairy,295.0,315.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,338,,Dairy,295.0,315.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,338,,Dairy,295.0,315.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,339,,Dairy,16.0,18.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,339,,Dairy,16.0,18.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,339,,Dairy,16.0,18.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,339,,Dairy,16.0,18.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,339,,Dairy,16.0,18.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,339,,Dairy,16.0,18.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,339,,Dairy,16.0,18.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,340,,Dairy,88.0,95.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,340,,Dairy,88.0,95.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,340,,Dairy,88.0,95.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,340,,Dairy,88.0,95.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,340,,Dairy,88.0,95.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,340,,Dairy,88.0,95.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,340,,Dairy,88.0,95.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,341,,Dairy,158.0,165.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,341,,Dairy,158.0,165.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,341,,Dairy,158.0,165.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,341,,Dairy,158.0,165.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,341,,Dairy,158.0,165.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,341,,Dairy,158.0,165.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,341,,Dairy,158.0,165.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,342,,Dairy,185.0,200.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,342,,Dairy,185.0,200.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,342,,Dairy,185.0,200.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,342,,Dairy,185.0,200.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,342,,Dairy,185.0,200.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,342,,Dairy,185.0,200.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,342,,Dairy,185.0,200.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,343,,Dairy,445.0,475.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,343,,Dairy,445.0,475.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,343,,Dairy,445.0,475.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,343,,Dairy,445.0,475.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,343,,Dairy,445.0,475.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,343,,Dairy,445.0,475.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,343,,Dairy,445.0,475.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,344,,Dairy,325.0,348.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,344,,Dairy,325.0,348.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,344,,Dairy,325.0,348.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,344,,Dairy,325.0,348.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,344,,Dairy,325.0,348.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,344,,Dairy,325.0,348.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,344,,Dairy,325.0,348.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,345,,Bakery,43.0,48.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,345,,Bakery,43.0,48.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,345,,Bakery,43.0,48.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,345,,Bakery,43.0,48.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,345,,Bakery,43.0,48.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,345,,Bakery,43.0,48.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,345,,Bakery,43.0,48.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,346,,Bakery,49.0,55.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,346,,Bakery,49.0,55.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,346,,Bakery,49.0,55.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,346,,Bakery,49.0,55.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,346,,Bakery,49.0,55.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,346,,Bakery,49.0,55.0,pcs,6,0,11,16,2025,none,0,-1
2025-11-17,346,,Bakery,49.0,55.0,pcs,0,0,11,17,2025,none,0,-1
2025-11-11,347,,Bakery,47.0,52.0,pcs,1,0,11,11,2025,none,0,-1
2025-11-12,347,,Bakery,47.0,52.0,pcs,2,0,11,12,2025,none,0,-1
2025-11-13,347,,Bakery,47.0,52.0,pcs,3,0,11,13,2025,none,0,-1
2025-11-14,347,,Bakery,47.0,52.0,pcs,4,1,11,14,2025,none,0,-1
2025-11-15,347,,Bakery,47.0,52.0,pcs,5,1,11,15,2025,none,0,-1
2025-11-16,347,,Bakery,47.0,52.0,pcs,6,0,11,16,2025,none,0,-1
